geometry,lat,lon,name,facility_type,category,priority,addr:street,addr:city,addr:postcode,phone,website,opening_hours,operator,capacity,building
POINT (112.80035493702036 -7.267932820632487),-7.267932820632487,112.80035493702036,Masjid Syamsul Falaah,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.74286625891989 -7.248931310985052),-7.248931310985052,112.74286625891989,Gereja Pantekosta Pusat Surabaya,place_of_worship,community,4,,,,,,,,,church
POINT (112.7795822462096 -7.300327464884169),-7.300327464884169,112.7795822462096,SDN Semolowaru 2/262,school,education,2,jalan semolowaru 262,,60119,,,,,,
POINT (112.77960187737882 -7.301220981399842),-7.301220981399842,112.77960187737882,Kelurahan Semolowaru,government,government,3,,,,,,,,,village_office
POINT (112.77797170933468 -7.301730175854645),-7.301730175854645,112.77797170933468,PAUD Ceria (Balai RW 4),kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.77741249999998 -7.3009148500000025),-7.3009148500000025,112.77741249999998,TK Al Mursyiden,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.77947225000001 -7.3013829),-7.3013829,112.77947225000001,Puskesmas Pembantu Semolowaru,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.73597373878502 -7.263030583301547),-7.263030583301547,112.73597373878502,SDN Kedungdoro IV,school,education,2,,,,,,,,,school
POINT (112.73500775000001 -7.262358250000001),-7.262358250000001,112.73500775000001,Masjid Khoirul Huda,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.75929082070651 -7.245586805153801),-7.245586805153801,112.75929082070651,Kantor Urusan Agama Kecamatan Simokerto,government,government,3,,,,,,,,,government_office
POINT (112.75909839365099 -7.245495921567859),-7.245495921567859,112.75909839365099,Masjid Darun Najah,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.75966021536283 -7.245578928725952),-7.245578928725952,112.75966021536283,Kantor RW III Tambak Rejo,government,government,3,,,,,,,,,community_group_office
POINT (112.76053881011042 -7.247069272322581),-7.247069272322581,112.76053881011042,SD Muhammadiyah 3,school,education,2,,,,,,,,,school
POINT (112.76074757831329 -7.247116000313412),-7.247116000313412,112.76074757831329,SMP Muhammadiyah 13,school,education,2,,,,,,,,,school
POINT (112.72936440441374 -7.269511339637346),-7.269511339637346,112.72936440441374,Pasar Kembang,marketplace,community,4,,,,,,,,,marketplace
POINT (112.74570254926036 -7.282327203186111),-7.282327203186111,112.74570254926036,Plasa Telkom Indonesia,government,government,3,,,,,,,,,government_office
POINT (112.72969489999997 -7.26910805),-7.26910805,112.72969489999997,Masjid Ash Shodiqin,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.729925515206 -7.269441430424954),-7.269441430424954,112.729925515206,Dr Felix,doctors,healthcare,1,,,,,,,,,yes
POINT (112.77219030735492 -7.2936928266176775),-7.2936928266176775,112.77219030735492,Masjid Baitul Jamil,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.79781682344601 -7.242702880546894),-7.242702880546894,112.79781682344601,Kantor Kelurahan Sukolilo Baru,government,government,3,,,,,,,,,village_office
POINT (112.74789438677696 -7.256615233549127),-7.256615233549127,112.74789438677696,Gereja Graha Gloria,place_of_worship,community,4,,,,,,,,,church
POINT (112.74763894961684 -7.258820917891733),-7.258820917891733,112.74763894961684,Kantor Koperasi,government,government,3,,,,,,,,,government_office
POINT (112.77640424423792 -7.290770674301614),-7.290770674301614,112.77640424423792,TK Mutiara Ibu,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.77491718550087 -7.290460732223705),-7.290460732223705,112.77491718550087,PAUD Al-Balad,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.77726435116271 -7.2901102925661805),-7.2901102925661805,112.77726435116271,Klinik Mata Dr. Sjamsu,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.76246312219065 -7.253483263769459),-7.253483263769459,112.76246312219065,Masjid Tiban,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.76234702094028 -7.25358150376683),-7.25358150376683,112.76234702094028,SD Islam- MI Putra Bhakti,school,education,2,,,,,,,,,school
POINT (112.76265973844068 -7.254848792971864),-7.254848792971864,112.76265973844068,TK Putera Harapan,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.77686405000001 -7.24273845),-7.24273845,112.77686405000001,TK Taman Harapan,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.77659957894954 -7.287767576588176),-7.287767576588176,112.77659957894954,,library,education,2,,,,,,,,,yes
POINT (112.75293612958102 -7.301481737143323),-7.301481737143323,112.75293612958102,Gereja Kalam Hidup,place_of_worship,community,4,,,,,,,,,church
POINT (112.76186449999999 -7.2517151),-7.2517151,112.76186449999999,Kantor Kelurahan Ploso,government,government,3,,,,,,,,,village_office
POINT (112.79332223264592 -7.244226615847312),-7.244226615847312,112.79332223264592,Balai RW IV Kelurahan Sukolilo Baru,government,government,3,,,,,,,,,community_group_office
POINT (112.74430323570209 -7.279171937308158),-7.279171937308158,112.74430323570209,Gereja Segala Bangsa,place_of_worship,community,4,,,,,,,,,church
POINT (112.79328436969354 -7.238818507247765),-7.238818507247765,112.79328436969354,Masjid Assakinah,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.77243125000001 -7.24185105),-7.24185105,112.77243125000001,Balai RW VIII Dukuh Setro,government,government,3,,,,,,,,,community_group_office
POINT (112.7754863412413 -7.282637031447557),-7.282637031447557,112.7754863412413,"TK, SD & SMP Islam Raden Paku Surabaya",school,education,2,,,,,,,,,
POINT (112.77538830000002 -7.282643500000003),-7.282643500000003,112.77538830000002,Sekolah Islam Raden Paku,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.77507510574708 -7.2520522041622275),-7.2520522041622275,112.77507510574708,Masjid Al-Badar,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.74928765 -7.2591293),-7.2591293,112.74928765,Graha GSJS,place_of_worship,community,4,,,,,,,,,yes
POINT (112.79284459999998 -7.241254399999999),-7.241254399999999,112.79284459999998,Balai RW V Kelurahan Sukolilo Baru,government,government,3,,,,,,,,,community_group_office
POINT (112.77308750000003 -7.281914349999998),-7.281914349999998,112.77308750000003,Islam Al - Mabrur,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.79527907688062 -7.241110779174402),-7.241110779174402,112.79527907688062,Puskesmas Kenjeran,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.76257994733952 -7.306013041261497),-7.306013041261497,112.76257994733952,Taman Kanam Kanak Tut Wuri Ha dayani,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.75741297930966 -7.265393876231758),-7.265393876231758,112.75741297930966,Rumah Sakit Gigi dan Mulut Universitas Airlangga,dentist,healthcare,1,,,,,,,,,hospital
POINT (112.79538667152976 -7.239443613035446),-7.239443613035446,112.79538667152976,Masjid Al Mustofa,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.79553829999999 -7.237790599999999),-7.237790599999999,112.79553829999999,UPTD Taman Hiburan Pantai Kenjeran,government,government,3,,,,,,,,,government_office
POINT (112.79315037002317 -7.247379248560848),-7.247379248560848,112.79315037002317,SD Negeri Komplek Kenjeran II,school,education,2,,,,,,,,,
POINT (112.77455114999998 -7.291120649999999),-7.291120649999999,112.77455114999998,TK Citra Taruna,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.77266552198235 -7.289825452962774),-7.289825452962774,112.77266552198235,TK Tunas Dhita,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.77447229999999 -7.289462949999999),-7.289462949999999,112.77447229999999,TK buah Hati Bunda,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.79666577845532 -7.27372267027711),-7.27372267027711,112.79666577845532,Masjid Masyithoh,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.7735580263688 -7.282275985336384),-7.282275985336384,112.7735580263688,Pos PAUD Terpadu,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.76805063224853 -7.284523847856442),-7.284523847856442,112.76805063224853,SD Negeri Manyar Sabrangan II/231,school,education,2,,,,,,,,,
POINT (112.76803935 -7.284685099999999),-7.284685099999999,112.76803935,TK Mekar Sari 2,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.77394490000002 -7.2399346),-7.2399346,112.77394490000002,TK Dharma Putra,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.74648485 -7.262537599999999),-7.262537599999999,112.74648485,Klinik Pusura,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.77310934999998 -7.2533297),-7.2533297,112.77310934999998,Masjid Arief Rahman Hakim,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.7731599561744 -7.253126129253336),-7.253126129253336,112.7731599561744,TK Bustanul Athfal,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.77201295 -7.251521699999997),-7.251521699999997,112.77201295,Apotek Bunda,pharmacy,healthcare,1,Jalan Karang Empat Besar,"Ploso Tambaksari Kota SBY, Jawa Timur Indonesia",60133,,,Mo-Su 07:00-22:00,,,commercial
POINT (112.77367962949472 -7.252805844537341),-7.252805844537341,112.77367962949472,Balai RW VI Ploso,government,government,3,,,,,,,,,community_group_office
POINT (112.73280879849703 -7.263877535675978),-7.263877535675978,112.73280879849703,SDN Kedungdoro I/306,school,education,2,,,,,,,,,school
POINT (112.77519889999998 -7.298810749999999),-7.298810749999999,112.77519889999998,TK dan SD Islam Raden Patah,school,education,2,,,,,,,,,school
POINT (112.77319345373238 -7.251569929320303),-7.251569929320303,112.77319345373238,GBI Anugrah,place_of_worship,community,4,Jalan Karang Empat Besar,"Ploso Tambaksari Kota SBY, Jawa Timur Indonesia",60133,,,,,,church
POINT (112.73508072660313 -7.270795873982691),-7.270795873982691,112.73508072660313,Kantor Kelurahan Tegalsari,government,government,3,,,,,,,,,village_office
POINT (112.7691714 -7.28892015),-7.28892015,112.7691714,PAUD dan TK Wahid Hasyim,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.76639718344842 -7.25557479248663),-7.25557479248663,112.76639718344842,Kantor Kelurahan Pacar Kembang,government,government,3,,,,,,,,,village_office
POINT (112.74343969850227 -7.266522536625903),-7.266522536625903,112.74343969850227,PT PLN Persero,government,government,3,,,,,,,,,government_office
POINT (112.73283135 -7.2646121500000005),-7.2646121500000005,112.73283135,Masjid Syamsul Huda,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.73227174999998 -7.264537749999999),-7.264537749999999,112.73227174999998,Balai RW III Kedung Klinter,government,government,3,,,,,,,,,community_group_office
POINT (112.72983484999997 -7.26732305),-7.26732305,112.72983484999997,Masjid Waqaf Al Maryam,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.7704389566108 -7.251374480651773),-7.251374480651773,112.7704389566108,Masjid Baitul Amien,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.77077820448929 -7.251297879887392),-7.251297879887392,112.77077820448929,Puskesmas Pembantu Karang Empat,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.76982247528709 -7.293669324634213),-7.293669324634213,112.76982247528709,Sekolah Anak Bangsa,school,education,2,,,,,,,,,school
POINT (112.76992859230396 -7.2932416234082025),-7.2932416234082025,112.76992859230396,Gereja Jemaat Kristen Indonesia Bukit Zion,place_of_worship,community,4,,,,,,,,,church
POINT (112.76980310000002 -7.2940625500000005),-7.2940625500000005,112.76980310000002,Surabaya Montessori School,school,education,2,,,,,,,,,school
POINT (112.79843013894555 -7.242375473621422),-7.242375473621422,112.79843013894555,Masjid Nur Sobah,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.7598750438477 -7.260303559554952),-7.260303559554952,112.7598750438477,Masjid Syuhada,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.77366726689255 -7.260957966389018),-7.260957966389018,112.77366726689255,TK Santa Theresia,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.76669845 -7.2413092500000005),-7.2413092500000005,112.76669845,TK Surya Madya,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.74891797475463 -7.269786624639419),-7.269786624639419,112.74891797475463,Pengadilan Tinggi Jawa Timur,government,government,3,,,,,,,,,government_office
POINT (112.7836819 -7.236034549999999),-7.236034549999999,112.7836819,TK Victory,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.764598 -7.261071699999999),-7.261071699999999,112.764598,Masjid Al Ikhlas Pacar Kembang,place_of_worship,community,4,,,,,,,,,yes
POINT (112.73280656966178 -7.2688437586827295),-7.2688437586827295,112.73280656966178,Gereja Bethel Injil Sepenuh 'Bukit Zaitun',place_of_worship,community,4,,,,,,,,,church
POINT (112.76134242577668 -7.2932945972403),-7.2932945972403,112.76134242577668,Politeknik Ubaya,college,education,2,,,,,,,,,college
POINT (112.77239635 -7.25514995),-7.25514995,112.77239635,Gereja Panteskosta Tabernakel Sion,place_of_worship,community,4,,,,,,,,,church
POINT (112.7726983316612 -7.256042595897085),-7.256042595897085,112.7726983316612,Masjid Al-Marsu'ah,place_of_worship,community,4,Jl Ploso Baru,"Pacarkembang, Tambaksari. Surabaya",60132,,,,,,mosque
POINT (112.7345277707315 -7.270427852003564),-7.270427852003564,112.7345277707315,Masjid Padi Wojo II,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.73449710000003 -7.270314199999999),-7.270314199999999,112.73449710000003,TK Aisyiyah Bustanul Athfal 38,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.73640890000001 -7.2697159),-7.2697159,112.73640890000001,Masjid An-nur,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.76984859999999 -7.256263250000002),-7.256263250000002,112.76984859999999,Klinik Alba Medika,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.77137660036229 -7.256518443955719),-7.256518443955719,112.77137660036229,Gereja Betkel Raja Damai,place_of_worship,community,4,,,,,,,,,church
POINT (112.77201247068894 -7.263377119298825),-7.263377119298825,112.77201247068894,KB-TK-TPA Islam Intan,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.75672053454733 -7.248686524263942),-7.248686524263942,112.75672053454733,Masjid Taqwallah,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.76505171126904 -7.249154975574903),-7.249154975574903,112.76505171126904,Puskesmas,clinic,healthcare,1,,,,,,,,,clinic
POINT (112.76556906686393 -7.248409184753047),-7.248409184753047,112.76556906686393,Kantor Kelurahan Rangkah,government,government,3,,,,,,,,,village_office
POINT (112.7703354280395 -7.299585771203301),-7.299585771203301,112.7703354280395,Kantor Kecamatan Sukolilo,government,government,3,,,,,,,,,
POINT (112.74555691573038 -7.2705047709383255),-7.2705047709383255,112.74555691573038,Dinas Pemuda dan Olah Raga Provinsi Jawa Timur,government,government,3,,,,,,,,,government_office
POINT (112.72857731414223 -7.274749189564583),-7.274749189564583,112.72857731414223,GBI Pengharapan,place_of_worship,community,4,,,,,,,,,church
POINT (112.72873053729158 -7.274849625357902),-7.274849625357902,112.72873053729158,TK-SD Pengharapan,school,education,2,,,,,,,,,school
POINT (112.7321908551067 -7.2781333877555445),-7.2781333877555445,112.7321908551067,Melania Aesthetic Dermatology Clinic,clinic,healthcare,1,Jl. RA Kartini,Surabaya,60264,,https://melania.clinic/,,,,clinic
POINT (112.74080918850322 -7.283719434640296),-7.283719434640296,112.74080918850322,SD-SMP-SMA Santa Maria,school,education,2,Jl. Raya Darmo,Surabaya,60265,,,,,,school
POINT (112.75872362070282 -7.249033506752765),-7.249033506752765,112.75872362070282,Masjid Nurul Huda Kapas Krampung,place_of_worship,community,4,,,,,,,,,yes
POINT (112.76046097943589 -7.250279539684092),-7.250279539684092,112.76046097943589,SMP Noor Mushola,school,education,2,,,,,,,,,school
POINT (112.73561982148743 -7.269233507215503),-7.269233507215503,112.73561982148743,Sekolah Tinggi Teknologi Dan Kejuruan (STIK),college,education,2,Jalan Mawar,"Tegalsari, Surabaya",,+62 31 5342917,,,,,college
POINT (112.76031479171311 -7.2502875117547685),-7.2502875117547685,112.76031479171311,Masjid Noor Mushola,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.76375181590751 -7.303676532546936),-7.303676532546936,112.76375181590751,Masjid Khairul Huda,place_of_worship,community,4,,,,,,,,,yes
POINT (112.7640344294286 -7.242490687572336),-7.242490687572336,112.7640344294286,Puskesmas Gading,clinic,healthcare,1,,,,,,,Ministry of Health,,yes
POINT (112.7333342 -7.278960950000001),-7.278960950000001,112.7333342,Kantor Pos Darmo,post_office,government,3,,,,,,,,,post_office
POINT (112.772209238151 -7.255566516535148),-7.255566516535148,112.772209238151,TK Kitta,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.76836549659856 -7.259544519129504),-7.259544519129504,112.76836549659856,Masjid As Sakinah,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.7684039 -7.236554550000001),-7.236554550000001,112.7684039,Masjid Miftaqul Jannah,place_of_worship,community,4,,,,,,,,,mosque
POINT (112.76581821694819 -7.238107365701004),-7.238107365701004,112.76581821694819,TK Larasati,kindergarten,education,2,,,,,,,,,kindergarten
POINT (112.76360114687857 -7.240116269512436),-7.240116269512436,112.76360114687857,TK A miftachul Kboir,kindergarten,education,2,,,,,,,,,kindergarten
